crash_ref_id,city_name_first,state_name_first,lat_coord_first,lon_coord_first,incident_year_first,incident_month_first,incident_time_first,hour_of_day_first,weekday_name_first,weekend_flag_first,is_night_time_first,peak_hour_flag_first,festival_name_first,route_category_first,lane_count_first,signal_present_flag_first,weather_condition_first,visibility_level_first,temp_celsius_first,congestion_level_first,road_surface_condition_first,primary_cause_first,alcohol_suspected_flag_first,road_hazard_flag_first,vehicle_count_first,dominant_vehicle_type_first,occupants_per_vehicle_first,total_occupants_in_crash_first,crash_severity_first,mean_speed_at_impact_kmph,max_speed_at_impact_kmph,min_speed_at_impact_kmph,speed_at_impact_std,mean_passenger_age,max_passenger_age,min_passenger_age,passenger_age_std,helmet_seatbelt_usage_rate,airbag_deployed_flag_mean,male_ratio,female_ratio,driver_ratio,rider_ratio,pillion_ratio,passenger_ratio,valid_license_ratio,invalid_license_ratio,occupant_record_count
9780,bangalore,karnataka,12.884795,77.709553,2025,1,20:00,20,tuesday,0,1,0,,highway,5,0,fog,low,38,low,damp,overspeeding,0,0,3,two_wheeler,2,6,major,60.76666666666667,88.6,43.1,16.407762390608493,32.833333333333336,40,25,5.269408568963566,0.8333333333333334,0.0,0.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.0,6
9781,delhi,delhi,28.835239,76.87073,2023,8,22:00,22,thursday,0,1,0,,highway,3,1,clear,high,15,medium,dry,poor_road,0,1,3,two_wheeler,1,3,major,74.2,79.3,66.5,6.784541251993386,25.666666666666668,36,17,9.60902353693305,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3
9782,delhi,delhi,28.772335,76.868421,2022,11,0:00,0,sunday,1,1,0,,urban,1,0,fog,low,25,low,damp,poor_road,0,1,3,car,4,12,major,51.949999999999996,68.0,37.4,10.969254553275052,36.5,52,22,8.795660086863089,0.5833333333333334,0.5,0.6666666666666666,0.3333333333333333,0.4166666666666667,0.0,0.0,0.5833333333333334,0.75,0.08333333333333333,12
9783,chandigarh,punjab,30.721663,76.851335,2023,5,20:00,20,sunday,1,1,0,,urban,3,0,rain,low,39,low,wet,poor_road,0,1,1,truck,2,2,fatal,83.5,89.4,77.6,8.34386001800127,35.5,43,28,10.606601717798213,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,2
9784,chandigarh,punjab,30.684423,76.728546,2023,8,15:00,15,tuesday,0,0,0,,rural,6,0,clear,high,19,high,dry,poor_road,0,1,5,car,3,15,fatal,89.98666666666666,111.1,71.5,12.580362626312638,36.333333333333336,62,5,16.029734275788257,0.4,0.6666666666666666,0.6,0.4,0.3333333333333333,0.0,0.0,0.6666666666666666,0.9333333333333333,0.06666666666666667,15
9785,mumbai,maharashtra,19.151031,72.964445,2022,6,18:00,18,wednesday,0,0,1,,highway,1,1,rain,medium,37,high,wet,drunk_driving,1,0,2,auto_rickshaw,1,2,major,74.2,86.8,61.6,17.81909088590099,33.0,42,24,12.727922061357855,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,2
9786,delhi,delhi,28.697998,77.299289,2024,4,14:00,14,tuesday,0,0,0,,urban,4,0,fog,low,40,high,damp,overspeeding,0,0,2,two_wheeler,1,2,minor,53.5,61.4,45.6,11.172287142747448,26.5,27,26,0.7071067811865476,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,2
9787,bangalore,karnataka,13.045248,77.585431,2022,5,1:00,1,friday,0,1,0,,highway,1,0,clear,high,19,low,dry,drunk_driving,1,0,2,two_wheeler,2,4,major,55.45,68.3,48.1,9.069546111392047,23.5,27,19,3.6968455021364717,0.25,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,4
9788,bangalore,karnataka,12.858691,77.688866,2023,7,0:00,0,monday,0,1,0,,urban,3,1,rain,medium,35,low,wet,poor_road,0,1,3,car,2,6,minor,34.1,45.4,18.6,9.30892045298487,34.333333333333336,57,19,12.643839079435748,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,6
9789,chandigarh,punjab,30.774629,76.725985,2024,5,18:00,18,friday,0,0,1,,highway,5,0,fog,low,28,high,damp,overspeeding,0,0,5,two_wheeler,2,10,minor,30.4,61.6,7.0,14.422821422238362,27.2,44,15,9.02835040918944,0.3,0.0,0.7,0.3,0.0,0.5,0.5,0.0,0.8,0.1,10
9790,kolkata,west_bengal,22.624475,88.260312,2024,3,22:00,22,sunday,1,1,0,,urban,3,1,rain,medium,37,medium,wet,drunk_driving,1,0,3,two_wheeler,1,3,minor,47.833333333333336,54.8,40.0,7.4379656716963485,31.666666666666668,36,25,5.859465277082316,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,3
9791,chandigarh,punjab,30.743249,76.74969,2022,5,5:00,5,sunday,1,1,0,,highway,6,1,fog,low,18,high,damp,drunk_driving,1,0,3,car,4,12,major,63.583333333333336,85.1,52.2,10.335185562246117,39.416666666666664,52,26,9.059985283284588,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.0,0.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,12
9792,hyderabad,telangana,17.442089,78.335172,2023,5,21:00,21,tuesday,0,1,0,,rural,6,0,fog,low,21,medium,damp,distraction,0,0,1,two_wheeler,1,1,minor,38.1,38.1,38.1,,31.0,31,31,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
9793,chennai,tamil_nadu,12.877415,80.142398,2024,6,23:00,23,sunday,1,1,0,,highway,5,0,rain,low,20,high,wet,overspeeding,0,0,3,two_wheeler,1,3,fatal,67.39999999999999,78.6,52.8,13.231779925618468,32.666666666666664,40,24,8.082903768654761,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,3
9794,bangalore,karnataka,12.976083,77.738458,2024,4,14:00,14,friday,0,0,0,,highway,2,1,rain,low,30,low,wet,distraction,0,0,3,car,2,6,minor,44.01666666666667,52.4,25.5,10.401233901161278,30.666666666666668,44,25,6.8896056974740345,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.8333333333333334,0.0,6
9795,delhi,delhi,28.80514,76.981977,2023,10,23:00,23,monday,0,1,0,,urban,3,1,fog,low,24,high,damp,drunk_driving,1,0,2,car,4,8,minor,29.724999999999998,50.8,13.4,12.604052636241363,33.375,48,20,9.782455140271718,0.0,0.0,0.75,0.25,0.25,0.0,0.0,0.75,0.75,0.0,8
9796,bangalore,karnataka,13.179428,77.438302,2023,9,8:00,8,wednesday,0,0,1,,highway,1,1,fog,low,20,high,damp,weather,0,0,3,truck,1,3,minor,45.73333333333333,57.5,36.7,10.665989561842506,37.333333333333336,48,25,11.590225767142472,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,3
9797,mumbai,maharashtra,18.954791,72.736981,2022,6,12:00,12,friday,0,0,0,,urban,6,1,fog,low,15,high,damp,overspeeding,0,0,3,car,2,6,minor,41.06666666666667,67.1,29.8,13.542476386047959,34.666666666666664,57,20,15.161354381013153,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,6
9798,delhi,delhi,28.644845,77.188954,2024,7,10:00,10,thursday,0,0,1,,highway,1,0,rain,medium,30,low,wet,weather,0,0,3,car,2,6,minor,38.11666666666667,55.1,11.7,15.72404740092915,25.666666666666668,38,14,8.406346808612328,0.6666666666666666,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.8333333333333334,0.0,6
9799,bangalore,karnataka,12.824089,77.403607,2022,9,0:00,0,monday,0,1,0,,rural,5,0,fog,low,33,low,damp,poor_road,0,1,4,truck,1,4,minor,41.6,46.6,35.5,4.844928620045228,36.5,56,21,16.051998837112677,0.75,0.0,0.75,0.25,0.5,0.0,0.0,0.5,0.75,0.25,4
9800,pune,maharashtra,18.506956,73.868207,2022,9,7:00,7,tuesday,0,0,0,,highway,5,1,clear,high,22,high,damaged_pavement,weather,0,0,1,auto_rickshaw,1,1,minor,26.8,26.8,26.8,,28.0,28,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
9801,kolkata,west_bengal,22.553032,88.401833,2023,5,11:00,11,wednesday,0,0,0,,rural,6,0,fog,low,23,high,damp,drunk_driving,1,0,3,two_wheeler,1,3,minor,37.9,49.8,31.6,10.311643903859363,30.0,37,19,9.643650760992955,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,3
9802,chennai,tamil_nadu,13.054547,80.168201,2022,4,14:00,14,sunday,1,0,0,,urban,3,0,clear,high,19,high,dry,overspeeding,0,0,2,two_wheeler,2,4,minor,35.55,63.9,5.0,31.174615742085205,31.25,43,11,14.008925726121902,0.5,0.0,0.75,0.25,0.0,0.5,0.5,0.0,0.75,0.25,4
9803,chandigarh,punjab,30.736471,76.727098,2024,11,13:00,13,thursday,0,0,0,,urban,1,0,clear,high,28,medium,damaged_pavement,overspeeding,0,0,1,car,2,2,minor,47.2,55.2,39.2,11.313708498984761,32.5,43,22,14.849242404917497,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,2
9804,kolkata,west_bengal,22.44236,88.245281,2023,8,4:00,4,tuesday,0,1,0,,rural,3,1,clear,high,40,low,dry,drunk_driving,1,0,3,car,2,6,minor,33.63333333333333,49.8,5.0,16.57644915736379,40.166666666666664,53,32,8.134289561274953,0.16666666666666666,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.6666666666666666,0.8333333333333334,0.0,6
9805,kolkata,west_bengal,22.555516,88.443306,2023,7,17:00,17,monday,0,0,1,,highway,5,0,fog,low,27,high,damp,drunk_driving,1,0,3,auto_rickshaw,1,3,minor,57.833333333333336,70.0,40.8,15.19616179610277,24.333333333333332,51,3,24.440403706431145,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,3
9806,chennai,tamil_nadu,12.934163,80.234801,2024,9,19:00,19,wednesday,0,0,1,,highway,4,1,clear,high,23,medium,dry,distraction,0,0,4,auto_rickshaw,2,8,minor,35.125,42.5,20.6,6.662850098011468,32.75,50,18,11.58508893855743,0.875,0.0,0.875,0.125,0.625,0.0,0.0,0.375,0.75,0.25,8
9807,chennai,tamil_nadu,13.005312,80.260723,2024,6,23:00,23,friday,0,1,0,,highway,6,1,fog,low,31,high,damp,weather,0,0,3,car,3,9,minor,32.56666666666667,69.9,16.5,16.686821147240718,33.111111111111114,51,24,9.829095131857821,0.7777777777777778,0.0,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.0,0.0,0.6666666666666666,0.7777777777777778,0.1111111111111111,9
9808,delhi,delhi,28.825187,77.268771,2024,8,16:00,16,friday,0,0,0,,rural,3,0,rain,medium,32,low,wet,drunk_driving,1,0,3,truck,1,3,fatal,79.56666666666666,88.2,71.3,8.455964364478685,34.333333333333336,41,25,8.32666399786453,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,3
9809,mumbai,maharashtra,18.842533,72.713355,2024,4,7:00,7,tuesday,0,0,0,,urban,5,1,rain,medium,19,high,flooded,poor_road,0,1,3,car,1,3,minor,29.566666666666666,37.4,17.2,10.83620474766573,24.333333333333332,44,10,17.61628034896508,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,3
9810,mumbai,maharashtra,18.956393,72.896668,2023,10,11:00,11,friday,0,0,0,,urban,5,0,rain,low,32,medium,wet,drunk_driving,1,0,5,two_wheeler,1,5,minor,30.5,36.0,16.2,8.071245257083941,32.2,37,26,4.54972526643093,0.4,0.0,0.6,0.4,0.0,0.8,0.2,0.0,0.6,0.4,5
9811,pune,maharashtra,18.679276,73.774109,2023,5,5:00,5,tuesday,0,1,0,,urban,6,0,fog,low,31,medium,damp,poor_road,0,1,4,auto_rickshaw,2,8,minor,34.1,56.0,13.3,14.954789008398427,34.875,45,22,7.918107638282557,0.625,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.75,0.0,8
9812,delhi,delhi,28.57197,77.201621,2022,3,10:00,10,thursday,0,0,1,,highway,1,0,fog,low,33,medium,damp,overspeeding,0,0,3,two_wheeler,2,6,minor,39.199999999999996,43.9,35.2,2.8298409849318373,33.0,37,30,2.9664793948382653,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,0.0,6
9813,delhi,delhi,28.893116,77.00861,2023,5,9:00,9,friday,0,0,1,,rural,1,1,rain,low,33,high,wet,distraction,0,0,1,auto_rickshaw,3,3,minor,25.933333333333337,34.1,14.6,10.128343069492331,27.333333333333332,32,21,5.686240703077327,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,3
9814,bangalore,karnataka,12.858802,77.492788,2022,7,19:00,19,friday,0,0,1,,urban,5,1,fog,low,19,high,damp,poor_road,0,1,4,truck,1,4,minor,39.425,51.5,23.4,11.90220567794054,40.75,57,29,11.729592206608606,0.75,0.0,0.75,0.25,0.75,0.0,0.0,0.25,0.5,0.0,4
9815,kolkata,west_bengal,22.600889,88.422628,2023,4,15:00,15,sunday,1,0,0,,rural,6,1,clear,high,17,medium,dry,weather,0,0,3,car,2,6,major,49.083333333333336,71.8,34.0,13.861084613646456,47.166666666666664,66,37,10.722251007445529,0.5,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.6666666666666666,0.16666666666666666,6
9816,kolkata,west_bengal,22.665106,88.466867,2024,10,18:00,18,tuesday,0,0,1,,urban,6,1,fog,low,40,high,damp,distraction,0,0,5,car,2,10,minor,31.080000000000002,59.9,14.3,12.491579385952583,30.4,53,17,9.868017925489282,0.7,0.0,0.4,0.6,0.3,0.0,0.0,0.7,0.9,0.0,10
9817,chennai,tamil_nadu,12.893559,80.183888,2022,10,4:00,4,saturday,1,1,0,,highway,5,1,rain,low,27,low,wet,weather,0,0,1,car,4,4,minor,27.225,37.2,12.8,10.2892743508309,36.75,50,32,8.845903006477068,0.5,0.0,1.0,0.0,0.25,0.0,0.0,0.75,0.5,0.0,4
9818,chandigarh,punjab,30.767174,76.789847,2022,6,18:00,18,thursday,0,0,1,,urban,3,0,fog,low,35,high,damp,poor_road,0,1,2,two_wheeler,2,4,minor,32.2,46.7,25.4,9.985656379694495,32.75,38,27,4.573474244670748,1.0,0.0,0.75,0.25,0.0,0.5,0.5,0.0,1.0,0.0,4
9819,bangalore,karnataka,13.019709,77.635747,2024,4,5:00,5,thursday,0,1,0,,highway,6,1,rain,low,26,high,wet,poor_road,0,1,5,two_wheeler,1,5,minor,37.54,53.8,22.6,13.075090821864297,29.4,39,18,8.96102672688794,0.8,0.0,0.8,0.2,0.0,0.4,0.6,0.0,0.4,0.0,5
9820,pune,maharashtra,18.618245,73.862113,2022,3,16:00,16,sunday,1,0,0,,urban,4,1,rain,low,32,medium,wet,weather,0,0,1,car,2,2,fatal,89.1,99.8,78.4,15.132085117392116,37.5,39,36,2.1213203435596424,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,2
9821,kolkata,west_bengal,22.67021,88.377967,2022,8,14:00,14,monday,0,0,0,,urban,1,1,fog,low,27,high,damp,distraction,0,0,4,auto_rickshaw,3,12,major,62.949999999999996,80.9,35.4,16.062633091065173,31.916666666666668,59,14,11.843358962522057,0.8333333333333334,0.0,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.0,0.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,12
9822,hyderabad,telangana,17.471798,78.366309,2023,2,10:00,10,friday,0,0,1,,rural,5,0,rain,low,24,medium,wet,drunk_driving,1,0,3,car,3,9,minor,37.36666666666667,62.2,12.9,16.529972776747094,32.333333333333336,54,20,11.5,0.3333333333333333,0.0,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.0,0.0,0.7777777777777778,0.5555555555555556,0.1111111111111111,9
9823,mumbai,maharashtra,19.020858,72.893666,2022,5,2:00,2,monday,0,1,0,,urban,2,0,fog,low,32,low,damp,poor_road,0,1,4,two_wheeler,2,8,major,56.300000000000004,77.8,40.6,12.055704044144417,25.25,41,8,11.744299529072451,0.5,0.0,0.875,0.125,0.0,1.0,0.0,0.0,0.75,0.0,8
9824,mumbai,maharashtra,18.919511,72.926724,2022,1,12:00,12,sunday,1,0,0,,highway,5,0,fog,low,19,low,damp,weather,0,0,1,car,1,1,minor,21.7,21.7,21.7,,56.0,56,56,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
9825,hyderabad,telangana,17.276976,78.512616,2024,9,11:00,11,monday,0,0,0,,urban,5,0,fog,low,40,high,damp,poor_road,0,1,1,auto_rickshaw,1,1,fatal,100.2,100.2,100.2,,41.0,41,41,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
9826,delhi,delhi,28.618539,76.953369,2024,8,11:00,11,saturday,1,0,0,,highway,4,0,rain,low,36,low,wet,poor_road,0,1,1,car,3,3,minor,39.333333333333336,48.9,32.4,8.5594002905188,28.666666666666668,41,20,10.969655114602888,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,3
9827,bangalore,karnataka,12.884915,77.466665,2024,6,8:00,8,sunday,1,0,1,,urban,3,1,fog,low,26,high,damp,drunk_driving,1,0,2,car,1,2,major,54.65,62.3,47.0,10.818733752154175,30.5,36,25,7.7781745930520225,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,2
9828,mumbai,maharashtra,18.998833,72.956395,2022,10,13:00,13,thursday,0,0,0,,rural,2,1,rain,medium,27,medium,flooded,distraction,0,0,5,auto_rickshaw,3,15,fatal,81.99333333333334,99.4,70.3,8.248503471770475,34.666666666666664,59,21,10.174665081653034,0.8,0.0,0.7333333333333333,0.26666666666666666,0.6,0.0,0.0,0.4,0.9333333333333333,0.06666666666666667,15
9829,pune,maharashtra,18.660044,73.950443,2022,11,15:00,15,sunday,1,0,0,,urban,1,0,rain,medium,34,high,wet,weather,0,0,3,car,1,3,major,67.46666666666665,77.3,54.6,11.650035765324212,34.666666666666664,54,12,21.197484127446195,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,3
9830,hyderabad,telangana,17.560969,78.395853,2024,5,6:00,6,friday,0,0,0,,urban,4,0,fog,low,25,low,damp,overspeeding,0,0,3,car,4,12,minor,32.074999999999996,50.0,12.7,12.320206978780835,36.333333333333336,49,9,12.130602423272935,0.9166666666666666,0.0,0.5833333333333334,0.4166666666666667,0.25,0.0,0.0,0.75,0.9166666666666666,0.08333333333333333,12
9831,pune,maharashtra,18.675633,73.874889,2023,10,2:00,2,saturday,1,1,0,,rural,1,1,fog,low,36,low,damp,overspeeding,0,0,2,truck,1,2,fatal,84.25,89.7,78.8,7.707463914933372,46.5,48,45,2.1213203435596424,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,2
9832,delhi,delhi,28.889629,77.245108,2024,7,14:00,14,sunday,1,0,0,,highway,1,1,fog,low,37,low,damp,weather,0,0,5,two_wheeler,2,10,minor,36.12,52.4,15.0,10.85743984556212,31.1,40,17,9.146341102077681,0.4,0.0,0.6,0.4,0.0,0.6,0.4,0.0,1.0,0.0,10
9833,bangalore,karnataka,12.965994,77.439383,2022,9,14:00,14,saturday,1,0,0,,highway,4,0,clear,high,19,low,dry,drunk_driving,1,0,5,truck,2,10,minor,28.04,63.8,8.0,17.55215719569028,32.6,49,19,10.834102536794534,0.7,0.0,0.6,0.4,0.3,0.0,0.0,0.7,1.0,0.0,10
9834,bangalore,karnataka,12.820787,77.531822,2023,11,2:00,2,sunday,1,1,0,,urban,6,0,fog,low,25,low,damp,distraction,0,0,5,two_wheeler,1,5,minor,36.62,52.0,20.7,11.28990699695972,28.2,35,23,5.06951674225463,0.6,0.0,0.4,0.6,0.0,0.8,0.2,0.0,1.0,0.0,5
9835,pune,maharashtra,18.533542,73.860181,2024,6,3:00,3,thursday,0,1,0,,highway,2,0,rain,medium,37,low,flooded,weather,0,0,3,two_wheeler,2,6,major,58.53333333333333,85.8,40.8,16.190573389063978,31.0,41,19,9.818350166906862,0.16666666666666666,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.8333333333333334,0.0,6
9836,delhi,delhi,28.457701,77.267586,2024,5,2:00,2,saturday,1,1,0,,urban,1,1,fog,low,22,low,damp,drunk_driving,1,0,2,truck,1,2,major,80.35,94.1,66.6,19.445436482630058,36.5,40,33,4.949747468305833,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2
9837,hyderabad,telangana,17.213127,78.548439,2023,4,0:00,0,monday,0,1,0,,urban,4,1,rain,low,36,low,wet,distraction,0,0,5,two_wheeler,2,10,minor,40.64,67.3,12.8,15.59737869714723,31.2,39,23,5.769652406245013,0.6,0.0,0.4,0.6,0.0,0.6,0.4,0.0,0.8,0.0,10
9838,chennai,tamil_nadu,12.885747,80.151162,2025,1,6:00,6,monday,0,0,0,,highway,4,0,clear,high,33,high,dry,overspeeding,0,0,2,auto_rickshaw,1,2,minor,29.549999999999997,34.3,24.8,6.717514421272198,30.0,32,28,2.8284271247461903,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2
9839,pune,maharashtra,18.66835,73.833677,2023,8,0:00,0,wednesday,0,1,0,,urban,3,1,rain,medium,23,low,flooded,drunk_driving,1,0,4,auto_rickshaw,2,8,minor,37.2875,67.9,17.0,16.593323743516333,35.125,43,28,5.7180790980388325,0.125,0.0,0.5,0.5,0.125,0.0,0.0,0.875,0.75,0.125,8
9840,delhi,delhi,28.790334,77.270427,2023,5,23:00,23,wednesday,0,1,0,,urban,3,0,fog,low,17,high,damp,weather,0,0,1,bus,7,7,minor,33.27142857142857,50.8,10.5,15.87899181158492,29.714285714285715,67,13,18.181623375579765,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,1.0,0.5714285714285714,0.14285714285714285,7
9841,mumbai,maharashtra,19.066633,72.875352,2024,7,6:00,6,friday,0,0,0,,rural,2,0,rain,medium,31,high,wet,poor_road,0,1,2,truck,2,4,minor,37.025,57.9,5.0,24.738819023281337,31.75,40,23,7.365459931328117,0.5,0.0,0.75,0.25,0.5,0.0,0.0,0.5,1.0,0.0,4
9842,mumbai,maharashtra,18.90785,72.954598,2022,3,7:00,7,monday,0,0,0,,urban,6,1,rain,medium,34,medium,wet,distraction,0,0,5,two_wheeler,1,5,major,49.56,69.9,18.6,19.313544470138048,24.6,36,8,10.23718711365578,0.6,0.0,0.8,0.2,0.0,0.8,0.2,0.0,0.8,0.0,5
9843,mumbai,maharashtra,18.991549,72.859646,2023,3,3:00,3,friday,0,1,0,,highway,3,0,clear,high,26,low,damaged_pavement,drunk_driving,1,0,5,auto_rickshaw,2,10,major,63.629999999999995,90.3,40.7,13.177341664134435,33.9,51,18,11.761046816598519,0.6,0.0,0.6,0.4,0.3,0.0,0.0,0.7,1.0,0.0,10
9844,kolkata,west_bengal,22.571798,88.479264,2023,4,10:00,10,thursday,0,0,1,,rural,1,1,rain,low,19,high,wet,weather,0,0,4,two_wheeler,1,4,minor,25.799999999999997,35.9,16.7,8.308630051538781,30.75,50,20,13.250786140200638,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,4
9845,hyderabad,telangana,17.208884,78.595016,2022,4,2:00,2,wednesday,0,1,0,,highway,2,0,fog,low,27,low,damp,overspeeding,0,0,2,car,2,4,minor,30.375,35.0,19.8,7.098532712234738,36.5,50,20,13.625955623979797,0.25,0.0,0.5,0.5,0.25,0.0,0.0,0.75,0.75,0.25,4
9846,pune,maharashtra,18.555307,73.926764,2023,1,9:00,9,monday,0,0,1,,rural,1,1,fog,low,38,high,damp,weather,0,0,2,auto_rickshaw,1,2,major,51.35,66.4,36.3,21.28391411371509,37.5,43,32,7.7781745930520225,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,2
9847,bangalore,karnataka,12.953475,77.626975,2024,7,5:00,5,saturday,1,1,0,,urban,5,0,clear,high,24,medium,dry,distraction,0,0,3,two_wheeler,2,6,major,64.83333333333333,77.3,52.2,10.254494949370567,23.333333333333332,32,9,8.500980335624043,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.5,0.16666666666666666,6
9848,bangalore,karnataka,12.820525,77.573402,2023,5,20:00,20,tuesday,0,1,0,,highway,5,1,fog,low,35,low,damp,weather,0,0,5,car,2,10,minor,34.760000000000005,52.0,17.3,13.094035962138557,28.2,41,10,9.942054337230534,0.5,0.0,0.3,0.7,0.2,0.0,0.0,0.8,0.7,0.2,10
9849,delhi,delhi,28.805691,76.835144,2023,6,1:00,1,thursday,0,1,0,,rural,5,1,rain,medium,18,medium,wet,distraction,0,0,3,car,4,12,minor,34.4,54.4,6.6,13.500976395667227,31.083333333333332,59,14,14.2984953647917,0.75,0.0,0.5,0.5,0.25,0.0,0.0,0.75,0.75,0.08333333333333333,12
9850,bangalore,karnataka,12.958016,77.478784,2023,10,18:00,18,sunday,1,0,1,,urban,6,0,rain,medium,26,medium,wet,drunk_driving,1,0,1,car,1,1,major,67.1,67.1,67.1,,39.0,39,39,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
9851,mumbai,maharashtra,19.095004,72.949722,2023,1,22:00,22,monday,0,1,0,,rural,5,1,rain,medium,38,low,wet,overspeeding,0,0,4,truck,2,8,fatal,92.1,106.4,73.3,12.145898778717743,39.0,54,26,10.028530728448139,0.5,0.0,0.75,0.25,0.5,0.0,0.0,0.5,0.75,0.125,8
9852,pune,maharashtra,18.450509,73.741076,2024,8,13:00,13,tuesday,0,0,0,,highway,6,1,rain,medium,15,medium,flooded,overspeeding,0,0,2,two_wheeler,1,2,minor,31.15,35.3,27.0,5.868986283848343,29.0,34,24,7.0710678118654755,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,2
9853,chennai,tamil_nadu,12.82865,80.176804,2023,3,23:00,23,wednesday,0,1,0,,rural,5,0,rain,medium,26,medium,wet,distraction,0,0,4,car,1,4,minor,34.4,60.0,17.8,18.470156108345883,29.25,34,22,5.123475382979799,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.0,4
9854,kolkata,west_bengal,22.4108,88.234733,2024,2,1:00,1,tuesday,0,1,0,,rural,6,0,fog,low,34,high,damp,overspeeding,0,0,2,bus,13,26,major,60.353846153846156,89.3,39.3,13.934826321679957,31.26923076923077,65,4,15.040100245165101,0.0,0.0,0.6538461538461539,0.34615384615384615,0.038461538461538464,0.0,0.0,0.9615384615384616,0.7307692307692307,0.038461538461538464,26
9855,kolkata,west_bengal,22.544249,88.313444,2024,1,22:00,22,saturday,1,1,0,,highway,1,0,fog,low,19,medium,damp,drunk_driving,1,0,2,car,4,8,minor,31.45,68.7,9.4,17.129673502017322,34.875,47,20,8.887189817773832,0.25,0.0,0.625,0.375,0.375,0.0,0.0,0.625,0.75,0.0,8
